Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-2092.519	-2245.036	152.517	1.618527	6.005075	0.700737	0.299263	2.295442
6	-2102.641	-2254.733	152.092	1.689469	5.101961	0.646703	0.353297	2.663078
12	-2090.872	-2243.018	152.146	1.409799	4.953607	0.594964	0.405036	2.826427
18	-2096.586	-2248.467	151.8806	1.221026	6.176859	0.743918	0.256082	2.91062
24	-2086.519	-2238.467	151.9478	1.343936	4.960805	0.781707	0.218293	2.984659
30	-2105.116	-2258.523	153.4075	1.509735	4.379339	0.72734	0.27266	2.076918
36	-2099.779	-2253.432	153.6531	1.565435	3.498342	0.798798	0.201202	2.076918
42	-2089.82	-2243.407	153.5862	1.505543	4.411505	0.789865	0.210135	1.954188
48	-2089.562	-2241.969	152.4078	1.466326	5.064033	0.752029	0.247971	2.612407
54	-2083.556	-2235.037	151.4814	1.281219	5.655367	0.679766	0.320234	3.189607
60	-2083.569	-2235.892	152.3228	1.519057	5.738817	0.764134	0.235866	2.522034
66	-2092.438	-2245.199	152.761	1.623339	5.738817	0.711296	0.288704	2.177358
72	-2098.102	-2250.755	152.6533	1.73886	5.240203	0.556683	0.443317	2.255911
78	-2105.957	-2258.692	152.7346	1.677122	6.43135	0.783897	0.216103	2.051113
84	-2107.22	-2260.455	153.2351	1.4691	5.237212	0.783897	0.216103	2.053232
90	-2099.125	-2252.32	153.1942	1.611945	6.462759	0.783897	0.216103	1.779263
96	-2095.808	-2248.008	152.1998	1.320083	6.462759	0.727279	0.272721	2.614863
102	-2084.718	-2236.541	151.823	1.368414	7.60779	0.738067	0.261933	2.667865
108	-2084.986	-2236.425	151.4391	1.22254	6.037245	0.630334	0.369666	3.193645
114	-2102.966	-2252.605	149.64	1.263646	5.911144	0.749169	0.250831	4.228216
120	-2085.877	-2237.032	151.1548	1.229908	3.131528	0.766734	0.233266	3.87801
126	-2082.855	-2233.77	150.915	1.319579	6.175758	0.684168	0.315832	3.425796
132	-2090.026	-2240.769	150.7434	1.11087	4.474507	0.684889	0.315111	3.90999
138	-2090.828	-2242.13	151.3017	1.229311	5.365938	0.698044	0.301956	3.370432
144	-2088.39	-2238.533	150.1434	1.190493	5.414588	0.842322	0.157678	4.055055
150	-2081.09	-2233.071	151.9809	1.311826	5.482471	0.696965	0.303035	2.898953
156	-2094.457	-2245.349	150.892	1.102004	3.947893	0.651103	0.348897	3.927434
162	-2101.815	-2252.29	150.4743	1.032098	4.567894	0.578978	0.421022	4.092493
168	-2107.058	-2257.849	150.7905	1.106259	4.594843	0.614728	0.385272	3.864635
174	-2100.018	-2251.54	151.5219	1.181599	4.757341	0.680958	0.319042	3.368464
180	-2104.145	-2254.94	150.7951	1.401762	7.320565	0.553726	0.446274	3.300474
186	-2091.562	-2244.589	153.0265	1.325304	5.223652	0.74342	0.25658	2.284677
192	-2096.125	-2249.054	152.9288	1.543271	5.058533	0.742638	0.257362	2.236532
198	-2106.039	-2259.29	153.2504	1.509568	4.495349	0.712344	0.287656	2.156392
204	-2110.041	-2262.18	152.1388	1.530921	5.11262	0.633733	0.366267	2.72987
210	-2101.029	-2254.043	153.0136	1.608212	6.132729	0.757755	0.242245	1.957361
216	-2099.836	-2251.493	151.6573	1.44274	6.812252	0.716339	0.283661	2.824618
222	-2102.204	-2252.628	150.4235	1.247399	5.364599	0.633053	0.366947	3.869742
228	-2104.518	-2255.732	151.2143	1.222681	6.792489	0.617328	0.382672	3.22448
234	-2106.837	-2258.598	151.7618	1.391382	5.385616	0.846672	0.153328	2.998238
240	-2102.067	-2250.759	148.6921	1.028814	6.727859	0.637852	0.362148	4.78717
246	-2106.549	-2254.802	148.2526	1.100584	4.487588	0.619084	0.380916	5.311701
252	-2097.521	-2246.494	148.9731	0.9826625	5.612145	0.635131	0.364869	4.803233
258	-2110.771	-2261.801	151.0294	1.248198	4.946954	0.799585	0.200415	3.5854
264	-2113.639	-2265.305	151.6657	1.316668	5.103208	0.806241	0.193759	3.145745
270	-2102.38	-2254.073	151.6933	1.322443	4.983393	0.705585	0.294415	3.145745
276	-2112.369	-2265.211	152.8417	1.328315	4.022179	0.646459	0.353541	2.625532
282	-2098.395	-2250.442	152.0471	1.39007	4.664324	0.806884	0.193116	2.948822
288	-2108.152	-2259.839	151.6866	1.329647	6.756266	0.789236	0.210764	2.882782
294	-2114.238	-2264.714	150.4764	1.277193	6.245231	0.792951	0.207049	3.696118
300	-2114.625	-2265.223	150.5978	1.19938	5.245677	0.734737	0.265263	3.815413
306	-2093.947	-2243.09	149.1435	1.225319	8.44109	0.716456	0.283544	4.230711
312	-2097.164	-2249.176	152.0117	1.530701	8.211309	0.732188	0.267812	2.376706
318	-2102.029	-2253.357	151.3275	1.377272	6.261501	0.731217	0.268783	3.136547
324	-2095.623	-2247.274	151.6513	1.418363	5.77011	0.691726	0.308274	2.989218
330	-2094.219	-2245.785	151.566	1.512846	5.77011	0.689209	0.310791	2.98371
336	-2089.074	-2241.188	152.1144	1.386087	5.77011	0.714249	0.285751	2.72811
342	-2100.723	-2253.832	153.1087	1.478106	5.725496	0.685334	0.314666	2.04688
348	-2098.876	-2251.101	152.2246	1.407093	4.402778	0.719236	0.280764	2.879401
354	-2111.449	-2263.481	152.0315	1.394111	6.150287	0.607899	0.392101	2.71743
360	-2102.281	-2254.603	152.322	1.418044	5.548489	0.798124	0.201876	2.615253
366	-2101.28	-2254.274	152.9933	1.364318	4.190488	0.689215	0.310785	2.474373
372	-2099.225	-2252.059	152.8336	1.384599	4.63882	0.748225	0.251775	2.474373
378	-2101.616	-2253.777	152.1614	1.219268	4.63882	0.686678	0.313322	2.987342
384	-2099.965	-2250.575	150.6092	1.219268	5.121257	0.686678	0.313322	3.81692
390	-2102.713	-2252.993	150.28	1.131143	4.246104	0.608768	0.391232	4.20361
396	-2098.9	-2249.937	151.0365	1.132673	4.246104	0.697818	0.302182	3.770149
402	-2103.159	-2253.188	150.0288	1.187981	4.853314	0.589577	0.410423	4.209347
408	-2103.382	-2252.742	149.3594	1.017757	3.74697	0.664997	0.335003	4.879266
414	-2109.382	-2258.591	149.2082	0.8485397	4.742637	0.664997	0.335003	4.879266
420	-2105.493	-2254.767	149.2743	1.152957	6.019083	0.750174	0.249826	4.482516
426	-2099.605	-2250.248	150.6432	1.104471	5.089957	0.686661	0.313339	3.868294
432	-2114.092	-2264.814	150.7229	1.236473	5.502425	0.686661	0.313339	3.682712
438	-2109.056	-2259.572	150.5161	1.171186	6.63823	0.729932	0.270068	3.682712
444	-2093.603	-2244.541	150.938	1.131193	6.031403	0.634423	0.365577	3.542375
450	-2117.352	-2268.378	151.0257	1.172474	5.337205	0.71582	0.28418	3.569347
456	-2098.052	-2250.001	151.949	1.270142	5.06157	0.760762	0.239238	3.011292
462	-2096.333	-2245.601	149.2682	1.139835	4.835764	0.623896	0.376104	4.667976
468	-2102.07	-2253.859	151.7893	1.37339	5.694332	0.750595	0.249405	2.944675
474	-2120.806	-2272.614	151.8086	1.515488	7.012478	0.643688	0.356312	2.661327
480	-2117.808	-2270.622	152.8133	1.389444	3.597674	0.764884	0.235116	2.696974
486	-2127.738	-2279.08	151.3416	1.443253	4.494924	0.764884	0.235116	3.36678
492	-2095.896	-2249.432	153.5357	1.603218	4.347443	0.735032	0.264968	1.935968
498	-2092.841	-2246.048	153.2078	1.587914	5.432826	0.73083	0.26917	1.957638
504	-2088.745	-2242.716	153.9713	1.677584	3.8812	0.765163	0.234837	1.689688
510	-2083.453	-2237.181	153.728	1.869014	5.023445	0.836495	0.163505	1.468659
516	-2071.945	-2226.223	154.2781	1.778556	3.767733	0.716815	0.283185	1.417991
522	-2083.83	-2237.284	153.4542	1.675483	4.206964	0.757753	0.242247	1.972225
528	-2091.795	-2245.246	153.4511	1.621013	5.855145	0.744578	0.255422	1.693292
534	-2087.051	-2239.402	152.3509	1.694379	6.186155	0.771225	0.228775	2.325522
540	-2088.099	-2241.597	153.4977	1.820496	5.944177	0.786562	0.213438	1.498088
