Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
6696	-2113.697	-2265.749	152.0519	0.147022	0.025918	0.0112327	0.0466113	0.0316892	0.0769525	0.148587	0.00382306	0.00416708	0.0218792	0.0424491	0.0412209	0.00196895	0.0493077	0.0337339	0.069553	0.0987144	0.0313776	0.00269771	0.0197663	0.24064	0.0209342	0.0164973	0.00650166	0.0133155	0.00475976	0.000553751	0.00469376	0.00120173	0.00265645	0.000288633	0.00146578	0.00100805	0.0139975	0.0109913	0.00327951	0.0134774	0.00439295	0.00570386	0.0143767	0.028748	0.0036825	0.0121739	0.0181619	0.0191029	0.0202822	0.0665824	0.0218396	0.00742601	0.0618724	0.121779	0.0196151	0.0158634	0.035316	0.00414761	0.00819199	0.000531018	0.108794	0.0411035	0.00122868	0.0471188	0.0054974	0.00424533	0.00116135	0.022937	0.0713169	0.0121863	0.0290401	0.000213739	0.0332333	0.00704374	0.0406149	0.0370385	0.00715495	0.00299097	0.00769967	0.0274662	0.0132541	0.000913188	0.0610512	0.00257351	0.07136	0.0313926	0.0330106	0.0204221	0.0326018	0.0264799	0.00911458	0.0129346	0.00123049	0.000699301	0.2853584	1.714642	0.104837	0.332892	0.709525	1.40939	3.00398	9.53858	1.63077	6.008731	0.0569887	0.0100463	0.00435403	0.0180675	0.0122833	0.0298283	0.0575954	0.00148189	0.00161524	0.0084808	0.0164541	0.015978	0.000763202	0.0191127	0.0130759	0.0269601	0.0382637	0.0121626	0.00104569	0.00766181	0.0932767	0.00811453	0.00639469	0.00252017	0.00516135	0.00184498	0.000214645	0.00181939	0.000465813	0.00102969	0.00011188	0.000568165	0.000390742	0.00542571	0.00426044	0.0012712	0.00522412	0.00170279	0.00221093	0.00557269	0.0111433	0.00142741	0.00471883	0.00703992	0.00740466	0.00786179	0.0258086	0.00846547	0.00287847	0.023983	0.0472041	0.00760322	0.00614895	0.0136892	0.0016077	0.00317538	0.000205833	0.0421707	0.0159325	0.000476259	0.0182642	0.0021309	0.00164558	0.000450162	0.00889084	0.0276438	0.00472366	0.0112565	8.28493e-05	0.0128819	0.00273029	0.0157431	0.0143568	0.0027734	0.00115936	0.00298455	0.0106464	0.00513754	0.00035397	0.0236647	0.000997544	0.0276605	0.0121684	0.0127956	0.007916	0.0126371	0.0102641	0.00353299	0.00501372	0.000476962	0.000271063	0.75842	0.24158	0.75842	2.579847
6732	-2110.657	-2263.279	152.622	0.135019	0.0159125	0.021176	0.0194991	0.0838839	0.0943419	0.0664036	0.0135436	0.000200794	0.0105092	0.0375739	0.0673895	0.0408504	0.0118845	0.0564113	0.0698238	0.0928186	0.0534639	0.00701169	0.0352428	0.154991	0.0346394	0.0118257	0.00964603	0.00679086	0.00020772	0.000418502	0.00281758	0.0033189	0.000499585	2.81786e-05	0.000818134	0.00267981	0.0179468	0.0149036	0.016452	0.0116557	0.00338203	0.00356764	0.0163709	0.00701012	0.0136342	0.0200076	0.014998	0.0210045	0.00494417	0.0457651	0.0348263	0.00335511	0.0552758	0.105989	0.0152983	0.00572546	0.0216644	0.00333659	0.00351504	0.000667609	0.0954846	0.0422724	0.00119739	0.0032841	0.00278416	0.001587	0.00950188	0.0468551	0.0446754	0.00379767	0.0340927	5.99669e-06	0.0246744	0.0635222	0.0493945	0.0281897	0.00511936	0.000706785	0.00573262	0.0193082	0.0112034	0.00720598	0.00790642	0.0052706	0.0129444	0.0279315	0.0419745	0.0117305	0.050193	0.00974689	0.000915681	0.00645004	0.00375638	0.0198764	0.3154123	1.684588	0.103568	0.330921	0.708211	1.41201	3.02187	9.65546	1.639575	5.340907	0.058142	0.00685226	0.00911881	0.00839673	0.0361221	0.0406256	0.0285948	0.00583216	8.64662e-05	0.00452546	0.0161801	0.0290193	0.017591	0.00511773	0.0242919	0.0300676	0.0399696	0.0230227	0.00301938	0.0151763	0.0667422	0.0149165	0.00509237	0.00415378	0.00292429	8.94485e-05	0.000180216	0.00121331	0.00142919	0.000215132	1.21343e-05	0.000352306	0.00115398	0.00772825	0.00641782	0.00708456	0.00501919	0.00145637	0.0015363	0.00704965	0.0030187	0.00587115	0.0086157	0.00645843	0.00904497	0.00212906	0.0197074	0.0149969	0.00144478	0.0238029	0.0456409	0.00658777	0.0024655	0.00932915	0.00143681	0.00151365	0.000287486	0.0411176	0.0182034	0.00051562	0.0014142	0.00119892	0.000683397	0.00409171	0.0201768	0.0192382	0.00163536	0.014681	2.5823e-06	0.0106253	0.027354	0.0212703	0.0121391	0.0022045	0.000304356	0.00246859	0.0083145	0.00482443	0.00310304	0.00340467	0.00226963	0.00557412	0.0120279	0.0180751	0.00505138	0.0216142	0.00419721	0.000394312	0.00277752	0.00161758	0.00855921	0.721536	0.278464	0.7215362	2.322228
6768	-2114.187	-2266.168	151.9812	0.0931175	0.0168641	0.0574626	0.0213604	0.0494624	0.0853945	0.0564645	0.00392228	0.00952546	0.0593817	0.0378953	0.121316	0.0748321	0.128772	0.049833	0.0913675	0.11327	0.0367763	0.00463301	0.0693543	0.164684	0.0499268	0.00879608	0.0166065	0.0131824	0.00149329	0.00777604	0.00741852	0.00278663	0.0112569	0.000233086	0.0134293	2.67759e-05	0.0402503	0.0280686	0.0157649	0.0189596	0.00397198	0.0128653	0.0139545	0.033321	0.0208902	0.0439933	0.0625383	0.0203752	0.0382236	0.0912681	0.0357453	0.0542437	0.0727077	0.00910882	0.116733	0.00436637	0.0729944	0.00420407	0.0200568	0.00862192	0.00364651	0.0188354	0.0156415	0.004579	0.0481155	0.0633318	0.0183727	0.0434452	0.013021	0.0274463	0.0172986	0.00929651	0.0741435	0.0121315	0.0465485	0.00277622	0.00707054	0.0816689	0.0504812	0.00844595	0.0238229	0.0183812	0.09423	0.0229417	0.0176773	0.00119288	0.095292	0.00210685	0.00805662	0.0234897	0.00443204	0.0142998	0.0221686	0.0371427	0.4267239	1.573276	0.182467	0.436192	0.771945	1.29543	2.29257	5.48044	1.230074	3.686871	0.0284469	0.0051519	0.0175545	0.00652548	0.0151105	0.0260876	0.0172496	0.00119823	0.00290998	0.0181408	0.0115768	0.0370615	0.0228608	0.0393393	0.0152237	0.0279123	0.0346035	0.0112349	0.00141536	0.0211874	0.0503101	0.0152524	0.00268715	0.0050732	0.00402717	0.000456192	0.00237554	0.00226632	0.000851302	0.00343894	7.12066e-05	0.00410257	8.17989e-06	0.0122962	0.00857481	0.00481609	0.00579206	0.00121342	0.00393029	0.00426303	0.0101794	0.00638186	0.0134397	0.0191051	0.00622452	0.0116771	0.0278819	0.01092	0.0165712	0.0222118	0.00278269	0.0356613	0.0013339	0.0222994	0.00128432	0.00612723	0.00263395	0.00111399	0.0057541	0.00477841	0.00139886	0.014699	0.0193475	0.00561275	0.0132723	0.00397783	0.00838468	0.00528462	0.00284003	0.0226504	0.00370612	0.0142203	0.00084812	0.00216001	0.0249494	0.0154217	0.00258019	0.00727777	0.00561535	0.0287868	0.00700856	0.00540031	0.00036442	0.0291112	0.000643633	0.00246125	0.00717597	0.00135397	0.00436851	0.0067724	0.0113469	0.696015	0.303985	0.6960147	3.273381
6804	-2094.093	-2248.22	154.127	0.0849812	0.0142766	0.0222281	0.0172926	0.0364528	0.0629235	0.0341442	0.00276233	0.00516266	0.0117891	0.0337336	0.0744759	0.0168344	0.0531694	0.0318505	0.0503986	0.0583107	0.0168921	0.000602449	0.0226361	0.106812	0.00491437	0.00479362	0.00245701	0.00374409	0.00266562	0.00385743	0.0014864	0.00215224	0.00210894	4.03545e-05	0.000662717	5.81334e-05	0.0139116	0.00795877	0.0111353	0.00340178	0.00437325	0.00574625	0.00452228	0.0212658	0.00896449	0.00247756	0.0106994	0.0193048	0.0334413	0.0570372	0.0250715	0.054878	0.0273244	0.00597103	0.0299364	0.00487389	0.00514338	0.000600985	0.000170244	0.00128319	0.00267323	0.0120014	0.0196977	0.00100239	0.0232497	0.0318951	0.0133217	0.00653019	0.00587055	0.00166354	0.0100887	0.0131568	0.0338415	0.0392737	0.0116865	0.00500166	0.0257632	0.109435	0.0127183	0.0130798	0.00478012	0.00168793	0.0355968	0.0125395	0.00247334	0.0022843	0.0912706	0.0014323	0.000134078	0.0182428	0.00280461	0.0212547	0.001747	0.0115184	0.4366692	1.563331	0.117301	0.351639	0.721756	1.38551	2.84383	8.52505	1.549543	3.580126	0.0486753	0.00817731	0.0127317	0.00990479	0.0208793	0.0360412	0.019557	0.0015822	0.00295705	0.00675251	0.0193218	0.0426581	0.00964238	0.0304542	0.0182432	0.0288672	0.033399	0.00967542	0.000345069	0.0129655	0.0611796	0.00281484	0.00274567	0.00140732	0.00214453	0.00152681	0.00220945	0.000851376	0.00123275	0.00120795	2.31141e-05	0.000379589	3.32975e-05	0.00796823	0.0045586	0.00637807	0.00194846	0.0025049	0.00329132	0.00259026	0.0121806	0.00513466	0.00141909	0.0061284	0.0110573	0.0191544	0.0326696	0.0143604	0.0314329	0.0156508	0.00342007	0.0171469	0.00279165	0.00294601	0.000344231	9.75116e-05	0.000734983	0.00153117	0.00687414	0.0112824	0.000574145	0.0133169	0.0182688	0.00763036	0.00374034	0.00336252	0.000952837	0.00577859	0.00753593	0.0193836	0.0224951	0.00669377	0.00286484	0.0147566	0.062682	0.00728475	0.00749181	0.00273794	0.000966806	0.020389	0.00718235	0.00141667	0.00130839	0.0522777	0.000820387	7.67965e-05	0.010449	0.00160641	0.0121742	0.00100064	0.00659746	0.761697	0.238303	0.7616975	1.74588
6840	-2098.8	-2249.751	150.9511	0.382068	0.0386867	0.0364676	0.0388823	0.0860533	0.095625	0.0695164	0.000635535	0.00737273	0.0570773	0.0679628	0.109685	0.0248143	0.0880659	0.024897	0.114498	0.0878328	0.061839	0.00409623	0.0265177	0.160501	0.0800449	0.0110954	0.00823706	0.00540913	0.000934257	0.00278675	0.00291872	0.00315306	0.000875282	0.000837823	0.00937562	0.00207765	0.0275903	0.00886855	0.0119404	0.0248699	0.0326251	0.0110381	0.0141712	0.0365692	0.00626013	0.0200506	0.0240965	0.0293579	0.0310216	0.112584	0.0780454	0.00223736	0.0663787	0.137435	0.0246735	0.012586	0.015959	0.0100578	0.00816908	0.0120858	0.140047	0.00247105	0.0146945	0.011472	0.00773897	0.00321078	0.00695678	0.0388667	0.100031	0.00974004	0.0503681	0.00199051	0.0657297	0.0260244	0.0618271	0.0124844	7.2266e-05	0.00894607	0.0052028	0.0333414	0.0249993	0.0293008	0.0560747	0.00586522	0.0812097	0.0828366	0.0151509	0.0645082	0.0362439	0.0309096	0.00399438	0.0381253	0.0184151	0.0468036	0.3473368	1.652663	0.155274	0.403177	0.75322	1.32763	2.4803	6.44024	1.346764	4.7581	0.105978	0.0107309	0.0101154	0.0107852	0.0238695	0.0265245	0.0192825	0.000176285	0.00204505	0.0158321	0.0188515	0.0304245	0.006883	0.0244277	0.00690593	0.0317593	0.0243631	0.0171529	0.00113621	0.00735547	0.0445197	0.0222028	0.00307765	0.00228479	0.00150038	0.000259144	0.00077299	0.000809593	0.000874594	0.000242786	0.000232395	0.00260061	0.000576299	0.00765299	0.00245996	0.00331203	0.0068984	0.00904954	0.00306176	0.0039308	0.0101435	0.00173643	0.00556163	0.00668389	0.00814328	0.00860476	0.0312285	0.0216482	0.000620598	0.0184121	0.0381218	0.00684392	0.0034911	0.00442671	0.00278982	0.00226594	0.00335237	0.0388462	0.00068542	0.00407597	0.00318211	0.00214663	0.000890605	0.00192967	0.0107808	0.0277466	0.00270169	0.0139711	0.000552128	0.0182321	0.00721865	0.0171496	0.00346291	2.00451e-05	0.00248146	0.00144315	0.00924825	0.0069343	0.00812746	0.015554	0.00162689	0.0225259	0.0229772	0.00420254	0.0178933	0.0100533	0.0085737	0.00110796	0.0105752	0.00510798	0.0129824	0.796061	0.203939	0.7960611	3.605164
6876	-2106.776	-2259.938	153.1617	0.188586	0.017332	0.0113358	0.00168215	0.0285631	0.0479128	0.0418075	0.00186927	0.00069738	0.0226677	0.0292768	0.0488266	0.00401781	0.0422811	0.0275967	0.0501319	0.0648495	0.042624	0.00276197	0.0085166	0.159081	0.0235286	0.00649221	0.00352948	0.00574964	0.00292006	0.000905067	0.00191056	0.00389276	0.000748544	0.000665326	0.0058702	0.00437592	0.00962699	0.00686851	0.00714638	0.00890588	0.00957369	0.00629212	0.0113339	0.0340895	0.00970545	0.000760795	0.0293859	0.0217157	0.012304	0.060106	0.0163249	0.00624459	0.041927	0.0696215	0.0197157	0.0374731	0.0347432	0.00553939	0.00300206	0.0109974	0.0557003	0.00108494	0.00308874	0.00884463	0.00929992	0.0048115	0.0144259	0.0320378	0.0776293	0.0031546	0.0149713	0.00277963	0.0274625	0.0125402	0.0904754	0.00877564	7.49927e-05	0.00145454	0.00204606	0.0043593	0.0204777	0.0305199	0.00987668	0.00156428	0.0506025	0.0420408	0.0237237	0.0380353	0.00694628	0.00847161	0.0012517	0.0441606	0.000898682	0.0060949	0.3189128	1.681087	0.115737	0.349343	0.720283	1.38834	2.86251	8.64031	1.559253	5.271306	0.0926214	0.00851239	0.00556743	0.000826166	0.0140284	0.0235317	0.0205332	0.00091807	0.000342509	0.011133	0.0143789	0.0239806	0.0019733	0.0207658	0.0135537	0.0246216	0.03185	0.0209342	0.0013565	0.00418282	0.0781308	0.0115558	0.00318856	0.00173346	0.00282386	0.00143415	0.000444512	0.000938345	0.00191188	0.000367638	0.000326766	0.00288307	0.00214918	0.00472817	0.00337338	0.00350985	0.00437401	0.00470199	0.00309029	0.0055665	0.0167426	0.00476671	0.000373655	0.0144325	0.0106654	0.00604297	0.0295203	0.00801778	0.00306695	0.0205919	0.0341937	0.00968313	0.0184044	0.0170637	0.0027206	0.00147442	0.00540121	0.0273565	0.000532855	0.001517	0.00434392	0.00456753	0.00236311	0.00708507	0.0157349	0.0381266	0.00154934	0.00735295	0.00136518	0.0134879	0.00615896	0.0444358	0.00431004	3.68317e-05	0.00071438	0.0010049	0.00214101	0.0100574	0.0149895	0.00485081	0.000768277	0.0248527	0.0206478	0.0116516	0.0186805	0.00341158	0.00416072	0.000614759	0.0216889	0.000441376	0.00299343	0.760934	0.239066	0.7609342	2.036091
6912	-2104.266	-2256.472	152.2054	0.275579	0.0162035	0.0333624	0.00164663	0.0589003	0.0743172	0.0250309	0.00668715	0.00601473	0.0570699	0.0202203	0.0665719	0.108675	0.0843334	0.0276729	0.038557	0.0762049	0.0232315	0.0119475	0.035226	0.171046	0.0273993	0.00341424	0.0026524	0.0026071	0.000196315	0.00165137	0.00290755	0.00172142	0.000165131	0.00200616	0.00297964	0.00512256	0.039606	0.0195867	0.0125705	0.00927546	0.00349074	0.0118157	0.0307382	0.0156783	0.00286037	0.0202516	0.01563	0.0183164	0.0254151	0.0874252	0.0073927	0.0218341	0.0122304	0.14333	0.0999616	0.0654224	0.0214608	0.0185822	0.00333262	0.0368854	0.00884906	0.0218172	0.0192941	0.0270181	0.0788304	0.00119449	0.00164358	0.0282386	0.00713033	0.000971001	0.0331693	0.0330776	0.00382211	0.00722356	0.025129	0.0109717	0.00508879	0.0312975	0.00208248	0.00152761	0.0843177	0.00609807	0.011387	0.00830244	0.0591514	0.0822299	0.013339	0.00148608	0.0189088	0.0219512	0.00600128	0.00698844	0.0241942	0.0223626	0.34037	1.65963	0.120286	0.355974	0.72452	1.38022	2.8092	8.31355	1.531378	4.875959	0.100963	0.00593641	0.0122228	0.000603269	0.0215791	0.0272273	0.00917049	0.00244995	0.00220359	0.0209085	0.00740803	0.0243897	0.0398149	0.0308969	0.0101384	0.014126	0.0279189	0.00851122	0.00437717	0.0129056	0.0626656	0.0100382	0.00125086	0.000971748	0.000955152	7.19232e-05	0.000605005	0.00106523	0.000630669	6.04985e-05	0.000734989	0.00109164	0.00187673	0.0145103	0.00717591	0.00460542	0.00339822	0.00127889	0.00432886	0.0112614	0.005744	0.00104794	0.00741952	0.0057263	0.0067105	0.00931125	0.0320296	0.00270844	0.00799929	0.00448079	0.0525114	0.0366226	0.0239686	0.00786253	0.0068079	0.00122096	0.0135136	0.003242	0.0079931	0.00706871	0.00989852	0.0288808	0.000437621	0.000602152	0.0103457	0.00261231	0.000355742	0.0121521	0.0121185	0.00140029	0.00264647	0.00920643	0.00401967	0.00186436	0.0114664	0.00076295	0.000559664	0.0308912	0.00223413	0.00417182	0.00304173	0.0216711	0.0301263	0.00488695	0.00054445	0.00692755	0.00804219	0.00219867	0.00256033	0.00886393	0.00819289	0.747741	0.252259	0.7477406	2.729509
6948	-2101.594	-2252.644	151.0497	0.148082	0.0416882	0.042129	0.0398482	0.0559407	0.0830095	0.059958	0.0160081	0.00320777	0.0441137	0.00494572	0.110506	0.0911033	0.0564182	0.0203178	0.14877	0.139339	0.0163579	0.00306885	0.040844	0.240112	0.0302558	0.000917359	0.0115237	0.0171012	2.67719e-06	0.00470452	0.00628531	0.00991798	0.00326855	0.0001601	0.00262876	0.00510221	0.0294479	0.0173782	0.0311907	0.0173921	0.00437594	0.0120477	0.027647	0.020288	0.0217289	0.0381536	0.0249903	0.0448908	0.0258038	0.141879	0.000456575	0.0454011	0.0451482	0.0978037	0.116857	0.0432345	0.0224774	0.0180606	0.0401067	0.0236731	0.0576437	0.00388506	0.0883542	0.0248556	0.0314596	0.00497368	0.00699925	0.0381845	0.00507469	0.000888248	0.0539506	0.0543074	0.00419523	0.0363054	0.0184768	0.00533098	0.00311478	0.0858038	0.010903	0.00257597	0.184	0.0133324	0.0235904	0.00598215	0.0364562	0.0967696	0.0065267	0.00288435	0.0233426	0.029326	0.0192806	0.0175465	0.0429682	0.0133428	0.2863865	1.713613	0.197991	0.453913	0.781595	1.27943	2.20306	5.05072	1.171033	5.983568	0.0427896	0.0120462	0.0121736	0.0115145	0.0161646	0.0239863	0.0173254	0.00462569	0.000926915	0.012747	0.00142911	0.0319317	0.0263251	0.0163025	0.005871	0.0429884	0.0402632	0.00472676	0.000886772	0.0118022	0.0693826	0.00874267	0.000265079	0.00332988	0.00494154	7.73599e-07	0.00135941	0.0018162	0.00286589	0.000944475	4.62623e-05	0.000759603	0.00147433	0.00850923	0.00502158	0.00901282	0.0050256	0.00126447	0.00348128	0.00798884	0.00586239	0.00627876	0.0110248	0.00722116	0.0129716	0.00745623	0.0409971	0.000131932	0.013119	0.013046	0.0282613	0.0337668	0.012493	0.00649503	0.00521878	0.0115892	0.00684055	0.0166567	0.00112262	0.0255307	0.00718225	0.00909054	0.00143719	0.00202249	0.0110337	0.00146638	0.000256667	0.0155895	0.0156926	0.00121225	0.0104908	0.00533905	0.00154044	0.000900044	0.0247938	0.00315051	0.000744348	0.0531683	0.0038525	0.00681667	0.0017286	0.0105344	0.0279625	0.00188595	0.00083346	0.00674504	0.00847401	0.00557131	0.00507023	0.0124161	0.00385551	0.767436	0.232564	0.7674356	3.460699
6984	-2113.329	-2266.605	153.2751	0.136129	0.024941	0.00824374	0.0215703	0.0393266	0.0479671	0.0378424	0.00101184	0.00675231	0.0484324	0.0184984	0.0687795	0.0693157	0.0904103	0.0308154	0.0712333	0.120746	0.00693627	0.00496647	0.0339338	0.0935491	0.0196071	0.00315376	0.00255121	0.00439574	4.27769e-06	0.000764946	0.00361085	0.00604443	0.000631775	0.00936635	0.00089015	0.0079106	0.0273128	0.0203356	0.00962614	0.0284244	0.00304079	0.0092583	0.0118896	0.0206032	0.00132378	0.00332554	0.00881518	0.0247179	0.00915759	0.0709983	0.0436086	0.00842888	0.0642652	0.113567	0.0177208	0.00624809	0.0101818	0.00820217	0.00889799	0.0032199	0.0487781	0.0150417	0.00564074	0.00673823	0.00860944	0.00574063	0.00369765	0.00730305	0.0230905	0.00720035	0.0227785	0.0167664	0.0121844	0.00965745	0.0313988	0.0409672	0.00500308	7.57138e-05	0.000333396	0.0155956	0.014675	0.0396491	0.0379392	0.00289144	0.0615467	0.0122175	0.019399	0.0375068	0.0167924	0.00529322	0.00235529	0.0174167	0.00363756	0.0199607	0.3441829	1.655817	0.144525	0.389315	0.745043	1.3422	2.56861	6.91924	1.398636	4.810864	0.063275	0.011593	0.00383184	0.0100262	0.0182797	0.022296	0.0175898	0.00047032	0.00313859	0.0225122	0.0085984	0.0319699	0.0322192	0.0420243	0.0143235	0.0331105	0.0561246	0.0032241	0.0023085	0.015773	0.0434832	0.0091137	0.00146592	0.00118585	0.00204322	1.98835e-06	0.00035556	0.00167839	0.00280956	0.00029366	0.00435364	0.000413757	0.00367698	0.0126955	0.00945234	0.0044744	0.0132122	0.00141341	0.00430342	0.00552649	0.00957674	0.000615316	0.00154577	0.00409745	0.0114893	0.00425661	0.0330012	0.02027	0.00391789	0.0298716	0.0527878	0.00823694	0.00290422	0.00473266	0.00381251	0.00413594	0.00149666	0.0226729	0.00699164	0.00262191	0.00313205	0.00400182	0.00266834	0.00171873	0.00339458	0.0107329	0.00334685	0.0105879	0.00779331	0.00566352	0.00448895	0.0145947	0.0190423	0.00232552	3.51931e-05	0.000154968	0.00724908	0.00682119	0.0184296	0.0176348	0.00134399	0.028608	0.00567892	0.00901699	0.0174338	0.0078054	0.00246038	0.00109478	0.00809557	0.0016908	0.00927806	0.729729	0.270271	0.7297287	2.151382
7020	-2097.431	-2247.461	150.0301	0.414559	0.0494994	0.0247522	0.0278495	0.0812635	0.123894	0.161757	0.0166502	0.00815228	0.0705447	0.158858	0.138039	0.0271653	0.0645626	0.0608574	0.14278	0.130502	0.0122146	0.00843862	0.0751553	0.249576	0.0401638	0.0102454	0.00213014	0.0113551	0.000360909	0.00817421	0.0025058	6.39926e-05	8.94298e-05	0.00084987	0.0260042	0.0040167	0.051763	0.0150399	0.0478631	0.0228169	0.00401522	0.00484042	0.0305381	0.0303655	0.00883762	0.0500776	0.0107662	0.0420362	0.0325668	0.157047	0.0340538	0.00338332	0.0790941	0.221918	0.0317106	0.0177235	0.0646645	0.0116847	0.0243324	0.00109057	0.165034	0.0396757	0.00928346	0.0160391	0.0251179	0.00506148	0.0144798	0.0277381	0.0593174	0.0173995	0.0538124	0.0256907	0.0868404	0.046638	0.0399488	0.00698741	0.00771924	2.65984e-05	0.00105433	0.0255318	0.0415638	0.135065	0.0539637	0.00652691	0.0240426	0.0510149	0.0137481	0.0427346	0.0661167	0.00469734	0.0124642	0.0230563	0.0103547	0.0861869	0.4358408	1.564159	0.173614	0.425739	0.766125	1.30527	2.34886	5.75991	1.266037	3.588831	0.0942996	0.0112596	0.00563036	0.00633491	0.018485	0.0281822	0.0367948	0.00378742	0.0018544	0.0160468	0.0361354	0.0313998	0.00617928	0.014686	0.0138432	0.032478	0.0296853	0.00277845	0.00191953	0.0170955	0.056771	0.00913605	0.00233051	0.000484542	0.00258295	8.20957e-05	0.00185938	0.000569992	1.45564e-05	2.03426e-05	0.00019332	0.00591515	0.000913676	0.0117745	0.00342112	0.0108874	0.00519014	0.00091334	0.00110105	0.00694648	0.00690724	0.00201029	0.0113911	0.00244897	0.00956196	0.00740796	0.0357235	0.00774621	0.000769603	0.0179915	0.0504796	0.0072132	0.00403155	0.0147092	0.00265791	0.00553488	0.000248071	0.0375403	0.00902502	0.0021117	0.0036484	0.00571355	0.00115133	0.0032937	0.00630956	0.0134929	0.00395787	0.0122407	0.00584386	0.0197536	0.0106087	0.00908714	0.00158942	0.00175589	6.05033e-06	0.000239827	0.00580772	0.00945449	0.0307233	0.0122751	0.00148467	0.00546895	0.0116043	0.00312727	0.00972083	0.0150395	0.0010685	0.00283522	0.00524461	0.00235538	0.0196049	0.62006	0.37994	0.6200604	4.396193
