Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
11916	-2103.879	-2257.03	153.1506	0.158943	0.00586474	0.0273551	0.0199785	0.0529266	0.0642354	0.0624175	0.00631497	0.000738761	0.031144	0.0262832	0.112948	0.0236481	0.0201761	0.0603795	0.0807409	0.0820003	0.0266645	0.00122754	0.055364	0.117082	0.0154423	0.000115412	0.00500379	0.00324257	0.00678339	4.12061e-05	0.00668838	0.00395255	8.53312e-05	0.000569897	0.00421281	0.00261074	0.0266187	0.0333013	0.0159253	0.00450658	0.00880464	0.0105586	0.0122203	0.0186089	0.00588458	0.00973367	0.0184838	0.0155749	0.014386	0.0641037	0.1166	0.000644192	0.0167175	0.00931402	0.00501411	0.0141673	0.010549	0.00665841	0.0181189	0.00357251	0.00673336	0.015296	0.00849888	0.00449883	0.0229263	0.00247212	0.0193707	0.000780685	0.0047466	0.0491241	0.0195079	0.0633092	0.0064924	0.0110197	0.0317611	0.00525692	0.0055888	0.00384148	0.00305834	0.0404013	0.0413787	0.0237833	0.0152894	0.0661776	0.0232487	0.0100094	0.0140602	0.00370411	0.0542479	0.0707542	0.0131651	0.000927539	0.00332368	0.069412	0.3539907	1.646009	0.149917	0.396333	0.749208	1.33474	2.52313	6.67037	1.37215	4.649866	0.0697299	0.00257292	0.0120009	0.00876475	0.0232194	0.0281806	0.0273831	0.00277043	0.000324101	0.0136631	0.0115307	0.0495515	0.0103746	0.00885142	0.026489	0.0354218	0.0359743	0.011698	0.000538533	0.0242887	0.0513649	0.00677467	5.06325e-05	0.00219521	0.00142255	0.00297593	1.80775e-05	0.00293425	0.00173402	3.74356e-05	0.000250019	0.0018482	0.00114535	0.0116779	0.0146096	0.00698657	0.00197708	0.00386267	0.00463215	0.00536117	0.0081639	0.00258162	0.00427025	0.00810902	0.00683283	0.00631128	0.0281229	0.0511535	0.000282613	0.00733411	0.00408615	0.00219973	0.00621532	0.00462793	0.00292111	0.00794892	0.00156729	0.00295399	0.00671051	0.00372853	0.00197368	0.010058	0.00108454	0.00849811	0.000342494	0.00208238	0.0215512	0.0085583	0.0277743	0.00284827	0.00483445	0.0139339	0.00230626	0.00245186	0.00168529	0.00134172	0.0177244	0.0181532	0.010434	0.0067076	0.0290327	0.0101994	0.00439123	0.00616832	0.00162503	0.023799	0.0310405	0.00577564	0.00040692	0.00145813	0.0304517	0.786809	0.213191	0.7868091	2.279415
11952	-2090.456	-2243.253	152.7975	0.202248	0.00539111	0.0257939	0.051349	0.078019	0.0187015	0.0831851	0.0120798	0.00574007	0.0528679	0.00498796	0.0990937	0.0295633	0.00966764	0.0716297	0.0311125	0.123592	0.0283201	0.00151191	0.0146683	0.0986906	0.0106209	0.00925847	0.00387157	0.00173265	0.00420345	0.00143375	0.00924774	0.0088823	0.00162639	0.00147942	0.00181154	0.00730964	0.0220676	0.0175264	0.00835199	0.0131416	0.00867874	0.0044461	0.0206979	0.0264495	0.00461299	0.0136487	0.0243042	0.0226396	0.0245374	0.049824	0.0112367	0.0321764	0.0625948	0.00354185	0.0151581	0.0381606	0.0175365	0.000282042	0.0457178	0.000196221	0.0734697	0.00469873	0.0666614	0.0164541	0.0029249	0.000733881	0.00734726	0.0183784	0.00585776	0.00666427	0.00831969	0.0560654	0.0366312	0.0407556	0.0165767	0.0380474	0.09786	0.0165886	0.00231804	0.0663007	0.0156346	0.0145836	0.0413767	0.00821357	0.0396177	0.0734923	0.016009	0.0153115	0.0365618	0.00359973	0.00267611	0.00707062	0.01156	0.0102515	0.3733357	1.626664	0.124819	0.362455	0.72861	1.37248	2.75897	8.0116	1.504627	4.357109	0.0816889	0.00217749	0.0104183	0.0207401	0.0315122	0.00755362	0.0335989	0.00487908	0.00231844	0.0213536	0.00201466	0.0400244	0.0119408	0.00390481	0.0289316	0.0125665	0.0499194	0.0114386	0.000610666	0.00592461	0.0398616	0.00428984	0.00373954	0.00156375	0.000699825	0.0016978	0.0005791	0.00373521	0.00358761	0.000656906	0.000597544	0.00073169	0.0029524	0.00891321	0.00707902	0.00337341	0.00530796	0.00350538	0.0017958	0.00835996	0.0106831	0.00186321	0.00551276	0.0098166	0.00914423	0.00991076	0.0201242	0.00453856	0.0129962	0.0252824	0.00143057	0.00612241	0.0154132	0.00708306	0.000113918	0.0184656	7.92544e-05	0.0296748	0.00189784	0.0269249	0.0066459	0.00118138	0.000296418	0.00296759	0.00742314	0.00236598	0.00269173	0.00336036	0.0226451	0.0147955	0.0164614	0.00669543	0.0153675	0.0395261	0.00670022	0.000936268	0.0267792	0.00631487	0.00589037	0.0167123	0.0033175	0.0160018	0.0296839	0.00646612	0.0061844	0.0147675	0.00145395	0.00108089	0.00285586	0.00466912	0.00414061	0.680443	0.319557	0.6804433	2.475831
11988	-2090.046	-2242.759	152.713	0.155631	0.0146558	0.0230125	0.0355878	0.0572519	0.0938092	0.0596412	0.00472611	0.00349956	0.0593299	0.0244144	0.0734374	0.0231326	0.0383001	0.00893152	0.0608544	0.0623479	0.0126517	0.000647636	0.0362003	0.139925	0.0572557	0.000663803	0.00960731	0.00200962	0.00892043	0.000640483	0.00587004	0.00323692	0.00353371	0.00190581	0.00250639	0.00661027	0.0309433	0.011415	0.00697121	0.0060707	0.00523918	0.0152848	0.00555195	0.0330755	0.00349588	0.022961	0.0360266	0.0273083	0.0198909	0.0668548	0.0784545	0.00518094	0.0100613	0.00612849	0.00240849	0.00318025	0.0344465	0.0628908	0.0183743	0.0165815	0.0603062	0.00481813	0.00723022	0.00984848	0.0441907	0.000924715	0.0218932	0.00942672	0.00491562	0.016608	0.0262682	0.000554129	0.00443169	0.00996891	0.0211608	0.00322694	0.0133211	0.00188192	0.00746878	0.0406448	0.0973966	0.00428538	0.0344769	0.0564561	0.0440622	0.0247063	0.00349651	0.00450355	0.0684544	0.000579674	0.0436886	0.00992835	0.00346701	0.032658	0.3122176	1.687782	0.129667	0.369254	0.732847	1.36454	2.70816	7.71205	1.477074	5.405788	0.0660352	0.00621852	0.00976432	0.0151001	0.0242923	0.0398037	0.0253061	0.00200531	0.00148488	0.025174	0.0103592	0.0311599	0.00981529	0.0162509	0.00378969	0.0258208	0.0264545	0.00536817	0.000274796	0.01536	0.0593709	0.0242939	0.000281655	0.00407643	0.00085269	0.00378498	0.00027176	0.00249069	0.00137344	0.00149937	0.000808647	0.00106347	0.00280477	0.0131294	0.00484343	0.00295792	0.00257583	0.00222301	0.00648542	0.00235572	0.0140341	0.00148332	0.00974247	0.0152863	0.011587	0.00843983	0.0283668	0.0332887	0.0021983	0.00426908	0.00260035	0.00102194	0.0013494	0.0146158	0.0266849	0.0077963	0.00703564	0.0255882	0.00204436	0.00306782	0.00417876	0.0187503	0.000392362	0.00928942	0.00399981	0.00208572	0.00704687	0.0111457	0.00023512	0.00188039	0.00422986	0.00897865	0.00136921	0.0056522	0.000798508	0.00316904	0.0172458	0.0413259	0.00181831	0.0146287	0.0239546	0.0186958	0.010483	0.00148359	0.00191088	0.0290455	0.000245959	0.0185373	0.00421265	0.00147107	0.0138569	0.783809	0.216191	0.783809	2.356794
12024	-2102.33	-2254.49	152.1605	0.284975	0.0160296	0.0401737	0.0165934	0.0640977	0.14461	0.0707646	0.00227084	0.00524182	0.0786457	0.0427427	0.0357917	0.0490995	0.104055	0.090598	0.101458	0.0857685	0.0448548	0.00779374	0.0463105	0.157	0.0337707	0.00830371	0.00895793	0.0186493	0.00212462	0.00192314	0.00394599	0.00603691	0.000394407	0.00282382	0.00419352	0.00129738	0.0282066	0.0183098	0.0248502	0.0375151	0.022668	0.0210203	0.0139835	0.0249852	0.00188205	0.0257904	0.0590494	0.0304046	0.0133953	0.12504	0.138595	0.000501444	0.0179339	0.017481	0.00602961	0.000838729	0.0134122	0.0520563	0.0498784	0.0088157	0.0338809	0.0271593	0.0174208	0.0120083	0.0792974	0.00308264	0.0193179	0.0153014	0.00185841	0.0134254	0.0549702	0.00592737	0.00334386	0.00647791	0.0208859	0.00721312	0.0264883	0.000830325	0.0181845	0.0538502	0.131452	0.0101663	0.0236354	0.00884527	0.0150296	0.0238572	0.00658228	0.00803986	0.0539721	0.00499972	0.0320359	0.0332888	0.000687734	0.0497273	0.4363684	1.563632	0.169186	0.420408	0.763119	1.31041	2.37864	5.91067	1.284719	3.583283	0.0902625	0.00507718	0.0127246	0.00525578	0.0203022	0.0458034	0.0224139	0.00071926	0.00166029	0.0249101	0.0135383	0.0113366	0.0155517	0.0329582	0.0286958	0.0321357	0.0271662	0.0142072	0.00246857	0.0146683	0.0497279	0.0106965	0.0026301	0.00283732	0.00590695	0.000672947	0.000609133	0.00124984	0.00191212	0.000124924	0.000894411	0.00132825	0.000410931	0.00893412	0.0057994	0.007871	0.0118825	0.00717983	0.00665792	0.0044291	0.00791377	0.000596116	0.0081688	0.0187032	0.00963029	0.00424281	0.0396049	0.0438982	0.000158827	0.00568035	0.0055369	0.00190981	0.000265657	0.00424817	0.0164882	0.0157984	0.00279227	0.0107314	0.00860239	0.00551783	0.00380348	0.0251165	0.000976391	0.00611871	0.00484654	0.000588629	0.00425235	0.0174112	0.00187742	0.00105913	0.0020518	0.00661537	0.00228467	0.00838985	0.000262996	0.00575972	0.0170564	0.0416357	0.00322005	0.00748624	0.00280163	0.00476044	0.00755649	0.00208486	0.00254653	0.017095	0.0015836	0.010147	0.0105438	0.000217832	0.0157505	0.669718	0.330282	0.6697178	3.157182
12060	-2100.531	-2255.049	154.5176	0.0954047	0.0128025	0.00770683	0.0243696	0.0313929	0.0263743	0.0304645	0.00362006	0.00693006	0.0315693	0.0235776	0.0476779	0.0259703	0.0233903	0.0200193	0.0307605	0.0316756	0.0139954	0.000123179	0.011688	0.0457384	0.0309811	0.00128196	0.0011905	0.000922055	0.00208071	0.00294735	0.000913516	0.000925846	0.000352738	0.00117526	0.000912419	0.00206557	0.012417	0.00770437	0.00414026	0.00884098	0.00175878	0.00770029	0.00777879	0.0169608	0.00176306	0.00489241	0.0127199	0.0105608	0.0146696	0.047247	0.0553764	0.00209922	0.00768443	0.0139338	0.00290669	0.000124086	0.00873611	0.00666082	0.0014873	0.00195122	0.00732178	0.0162567	0.00784401	0.00370036	0.0196867	0.00714707	0.0118649	0.00332725	0.00913751	0.0052137	0.00302301	0.00618521	0.00356456	0.00207094	0.0121657	0.0136107	0.00410126	0.000484987	0.00221511	0.0219728	0.0429613	0.00480832	0.0182485	0.0190155	0.0136703	0.00375126	0.00400483	0.000667727	0.0207481	0.00974395	0.0144343	0.00265948	0.000336794	0.0236907	0.4174262	1.582574	0.0817657	0.294889	0.683192	1.46372	3.39111	12.2301	1.810491	3.791266	0.0801215	0.0107516	0.00647225	0.0204658	0.026364	0.0221493	0.0255843	0.00304015	0.00581991	0.0265122	0.0198006	0.0400403	0.02181	0.0196433	0.0168123	0.0258329	0.0266014	0.0117534	0.000103447	0.00981565	0.0384115	0.0260181	0.0010766	0.000999794	0.000774348	0.0017474	0.0024752	0.000767178	0.000777532	0.000296232	0.000986994	0.000766256	0.00173468	0.0104279	0.00647018	0.00347702	0.00742472	0.00147704	0.00646676	0.00653268	0.0142438	0.00148063	0.00410868	0.0106823	0.00886906	0.0123196	0.0396783	0.0465055	0.00176294	0.00645344	0.0117017	0.00244106	0.000104208	0.00733665	0.0055938	0.00124905	0.00163864	0.00614888	0.0136525	0.00658745	0.00310759	0.0165331	0.00600216	0.00996424	0.00279425	0.00767374	0.00437851	0.00253875	0.00519438	0.00299354	0.00173919	0.0102169	0.0114304	0.00344427	0.000407295	0.00186026	0.0184529	0.0360792	0.00403806	0.0153252	0.0159693	0.0114804	0.00315034	0.00336329	0.000560762	0.0174244	0.00818304	0.012122	0.00223345	0.000282842	0.0198956	0.765023	0.234977	0.765023	1.19075
12096	-2089.412	-2240.32	150.9076	0.247466	0.0214017	0.0290603	0.0383883	0.0654894	0.0774544	0.0778499	0.00789209	0.00525027	0.049876	0.109247	0.114691	0.0314072	0.0591113	0.0930842	0.109769	0.226976	0.037087	0.0139711	0.0268673	0.134239	0.0746254	0.00560129	0.00316011	0.00752606	0.00274638	7.84223e-05	0.0129474	0.00858968	0.00493368	0.00282606	0.00430121	0.000521359	0.02449	0.0156334	0.0189367	0.0138817	0.00854461	0.0164047	0.0210563	0.0225315	0.0011364	0.00457248	0.0189474	0.0460551	0.00450625	0.137905	0.00637588	0.134842	0.126595	0.00917034	0.00879295	0.0861321	0.02037	0.00476046	0.0364355	0.000982189	0.0690351	0.00796084	0.0932013	0.000134102	0.00289316	0.0040952	0.0353635	0.0425354	0.000944402	0.00101085	0.0414494	0.00497587	0.0634468	0.00937912	0.0623728	0.0107604	0.0307681	0.0360616	0.00339992	0.0704634	0.0259831	0.00356188	0.00512061	0.0157143	0.0645257	0.0748982	0.0238658	0.0435563	0.0731058	0.00133068	0.00173046	0.00149163	0.0308283	0.0118204	0.2760485	1.723952	0.177511	0.430373	0.768717	1.30087	2.32356	5.63345	1.249985	6.245105	0.0714957	0.00618319	0.00839583	0.0110908	0.0189206	0.0223774	0.0224917	0.00228011	0.00151686	0.0144097	0.0315626	0.0331353	0.00907386	0.0170779	0.026893	0.0317134	0.0655759	0.0107148	0.00403641	0.00776224	0.0387831	0.0215601	0.00161827	0.00091299	0.00217436	0.000793457	2.2657e-05	0.00374063	0.00248165	0.00142539	0.000816479	0.00124266	0.000150626	0.00707542	0.00451666	0.005471	0.00401058	0.00246863	0.00473948	0.00608339	0.00650959	0.000328317	0.00132104	0.00547412	0.0133058	0.0013019	0.0398421	0.00184206	0.0389573	0.0365746	0.00264941	0.00254038	0.0248845	0.00588511	0.00137535	0.0105266	0.000283765	0.019945	0.00229997	0.0269269	3.87435e-05	0.000835864	0.00118315	0.0102169	0.0122889	0.000272848	0.000292046	0.0119752	0.00143758	0.0183305	0.00270973	0.0180202	0.00310879	0.00888922	0.0104186	0.000982275	0.0203576	0.00750678	0.00102906	0.0014794	0.00454002	0.0186422	0.0216389	0.00689509	0.0125839	0.021121	0.000384448	0.000499949	0.000430949	0.00890663	0.00341504	0.738402	0.261598	0.7384024	3.461277
12132	-2094.246	-2247.311	153.0655	0.0976177	0.00614234	0.0121586	0.0452244	0.0533201	0.0622815	0.0794268	0.00997961	0.00773551	0.0432599	0.00796549	0.0661286	0.0121453	0.0377402	0.0302341	0.0461157	0.0548915	0.0263421	0.00111389	0.0222931	0.104925	0.0301145	0.00085893	0.00345958	0.00302919	0.00240626	0.000357576	0.00186187	0.00338295	0.00357105	0.000136245	0.00121393	0.000481735	0.0146457	0.00361627	0.00927053	0.00992233	0.00228899	0.00473335	0.00961871	0.0192211	0.00144556	0.00676162	0.0144868	0.0181676	0.0110479	0.0780058	0.0872639	0.00624159	0.0132407	0.0356978	0.00895431	0.00401802	0.0156457	0.0049704	0.00616182	0.000776461	0.0373767	0.0344351	0.00689617	0.00136656	0.00182742	0.00309453	0.0120574	0.00973953	0.00972532	0.0315957	0.012133	0.0150094	0.000276901	0.00112126	0.0349556	0.000445399	0.00737352	0.0073399	0.00664469	0.00269405	0.0549466	0.00741849	0.0134993	0.0142134	0.0605508	0.0176164	0.00718532	0.00281343	0.0802261	0.028095	0.0276429	0.00254179	0.00330773	0.0216959	0.2754744	1.724526	0.0957433	0.318481	0.699796	1.42899	3.1399	10.4446	1.696381	6.260202	0.0529961	0.00333464	0.00660081	0.0245521	0.0289472	0.0338123	0.0431204	0.00541787	0.00419956	0.0234856	0.00432442	0.0359008	0.00659362	0.0204889	0.0164139	0.025036	0.0298003	0.014301	0.000604726	0.0121028	0.056963	0.016349	0.000466308	0.00187819	0.00164453	0.00130635	0.000194126	0.0010108	0.00183658	0.0019387	7.39666e-05	0.000659035	0.000261531	0.00795106	0.00196325	0.00503292	0.00538677	0.00124268	0.00256971	0.00522194	0.010435	0.000784786	0.00367085	0.00786478	0.00986309	0.00599782	0.0423489	0.0473751	0.00338852	0.00718831	0.0193801	0.00486124	0.00218136	0.00849394	0.0026984	0.00334522	0.000421536	0.0202916	0.0186946	0.00374389	0.0007419	0.000992096	0.00168	0.00654588	0.00528754	0.00527982	0.0171531	0.00658695	0.00814854	0.000150328	0.000608728	0.0189772	0.000241805	0.00400304	0.00398479	0.00360736	0.00146258	0.0298302	0.00402746	0.00732868	0.00771639	0.0328727	0.00956382	0.00390087	0.0015274	0.0435543	0.0152526	0.0150072	0.00137992	0.00179575	0.0117786	0.746883	0.253117	0.7468827	1.841979
12168	-2099.895	-2251.359	151.464	0.331122	0.00498693	0.0498629	0.0397353	0.141503	0.0635849	0.0575448	0.0139787	0.00158347	0.0229759	0.0373039	0.0964303	0.0429862	0.0151349	0.0289025	0.0682274	0.0847357	0.0361346	0.000561123	0.037899	0.200137	0.0448158	0.000167772	0.00533193	0.00924999	0.00093807	0.0022968	0.0130957	0.00168155	0.000582526	0.0012193	0.00752274	0.00389369	0.0404171	0.027639	0.0184751	0.013162	0.00642622	0.0120429	0.0309213	0.0482443	0.00630636	0.0253185	0.0507908	0.0245122	0.0364404	0.0847643	0.141561	0.00144845	0.0168876	0.012412	0.00462593	0.0114478	0.04542	0.00688566	0.0129504	0.0055992	0.0721697	0.0784942	0.0188831	0.0131969	0.0147433	0.0013377	0.0270067	0.0573092	0.00712247	0.0757019	0.0233338	0.00534072	0.000412914	0.00734345	0.0260501	0.00235383	0.00253471	0.00942486	0.0199062	0.00175527	0.107118	0.0304491	0.0389455	0.0375463	0.175642	0.00770959	0.0110731	0.00256668	0.137906	0.0116264	0.0846532	0.000589931	0.00345377	0.0808876	0.368917	1.631083	0.148321	0.39427	0.747989	1.33692	2.53634	6.74214	1.379888	4.421274	0.0989779	0.00149068	0.0149049	0.0118775	0.0422977	0.0190066	0.0172011	0.00417846	0.000473327	0.00686787	0.0111508	0.0288246	0.0128493	0.00452407	0.00863944	0.0203943	0.0253289	0.0108012	0.000167729	0.0113286	0.0598242	0.0133962	5.01499e-05	0.0015938	0.00276498	0.000280405	0.000686553	0.00391452	0.000502643	0.000174127	0.000364469	0.00224867	0.00116389	0.0120814	0.00826175	0.00552252	0.00393435	0.00192091	0.00359982	0.00924291	0.014421	0.00188508	0.00756813	0.0151822	0.00732712	0.0108926	0.0253375	0.0423148	0.000432967	0.005048	0.00371014	0.00138277	0.00342194	0.0135768	0.00205824	0.00387109	0.0016737	0.0215727	0.0234632	0.00564447	0.00394478	0.00440702	0.000399861	0.00807276	0.0171307	0.00212903	0.0226286	0.00697488	0.00159643	0.000123427	0.00219508	0.00778682	0.0007036	0.000757669	0.00281725	0.0059503	0.00052468	0.0320193	0.00910175	0.0116415	0.0112232	0.0525024	0.00230453	0.00330993	0.000767225	0.0412223	0.00347531	0.0253043	0.00017634	0.00103239	0.0241787	0.661749	0.338251	0.6617487	3.345412
12204	-2094.501	-2243.408	148.9067	0.513569	0.0452282	0.0756916	0.0324416	0.109051	0.15997	0.108483	0.025569	0.00359159	0.0774786	0.0762222	0.0991853	0.0922742	0.0373342	0.0716876	0.181327	0.0892688	0.0445774	0.00538831	0.0837512	0.216933	0.0753036	0.000468636	0.0193834	0.00874695	0.0071992	0.00170237	0.0151137	0.0035343	0.000862917	0.00345963	0.0052758	0.00578998	0.0393592	0.0186503	0.0174343	0.0154694	0.0142108	0.0197388	0.0161986	0.0458256	0.00905052	0.0131825	0.0280692	0.0350842	0.0202796	0.161808	0.177	0.00790368	0.0122331	0.0483884	0.0165032	0.0313056	0.114943	0.139729	0.026282	0.0192731	0.0996233	0.0177719	0.0539162	0.0223184	0.00375755	0.00168672	0.0256418	0.125082	0.00316348	0.156864	0.000783393	0.0192046	0.0339619	0.0122065	0.0809214	0.0167761	0.000580091	0.00648902	0.0266932	0.0675621	0.0973757	0.0147368	0.0339549	0.0383701	0.0923747	0.0279669	0.00473559	0.00221862	0.167459	0.0357683	0.0878684	0.0208531	0.0104151	0.1511	0.3284848	1.671515	0.248306	0.506914	0.808993	1.2361	1.97272	4.02728	1.007301	5.088562	0.104725	0.00922275	0.0154347	0.00661536	0.0222372	0.0326205	0.0221213	0.00521391	0.000732382	0.0157991	0.0155429	0.0202254	0.0188161	0.00761304	0.0146182	0.0369754	0.0182033	0.00909004	0.00109876	0.0170782	0.0442361	0.0153556	9.55623e-05	0.00395257	0.00178364	0.00146803	0.000347141	0.00308193	0.000720698	0.000175962	0.000705473	0.00107582	0.00118067	0.00802595	0.00380309	0.00355514	0.00315446	0.0028978	0.00402504	0.00330314	0.00934456	0.00184554	0.00268812	0.00572374	0.00715423	0.00413533	0.0329953	0.036093	0.00161168	0.00249453	0.00986715	0.00336526	0.0063837	0.0234386	0.028493	0.00535931	0.0039301	0.0203147	0.00362397	0.0109944	0.00455106	0.000766222	0.000343948	0.00522876	0.0255062	0.000645082	0.0319871	0.000159746	0.00391612	0.00692536	0.0024891	0.0165011	0.0034209	0.00011829	0.00132321	0.00544315	0.013777	0.0198564	0.00300507	0.00692393	0.00782427	0.0188366	0.00570289	0.000965661	0.000452411	0.0341476	0.00729371	0.0179177	0.00425227	0.0021238	0.0308117	0.53509	0.46491	0.53509	4.903988
12240	-2091.173	-2244.412	153.2383	0.1719	0.0509035	0.00705293	0.0620595	0.0532598	0.0638033	0.0339304	0.00889903	0.00234006	0.0503929	0.022664	0.0644229	0.0237149	0.0387817	0.0100383	0.101549	0.0729208	0.0410544	0.000222203	0.0379269	0.0700157	0.0553433	0.010062	0.000682737	0.00203587	0.00196296	0.000531149	0.00118032	0.000425447	0.00273308	0.00338829	0.0011782	0.00252889	0.0194106	0.0124637	0.00987243	0.00768109	0.0110566	0.0121916	0.0196581	0.0183744	0.00226255	0.0131717	0.0116749	0.0212447	0.00851279	0.0922272	0.00193071	0.0290896	0.0356274	0.00716382	0.0128012	0.0184261	0.00340552	0.0102393	0.0189125	0.000627478	0.0767449	0.00328251	0.0355259	0.00421115	0.00156322	0.000654617	0.0201886	0.0119533	0.00314976	0.00169246	0.00852746	0.0425877	0.0135978	0.0212839	0.023275	0.0166642	0.117897	0.00461773	0.00817136	0.0769538	0.0092904	0.00675353	0.026474	0.0104945	0.0610482	0.0357368	0.0250472	0.0186172	0.0134088	0.00844876	0.00174409	0.00313154	0.00303288	0.0299355	0.3689197	1.63108	0.133461	0.374484	0.73607	1.35857	2.67034	7.49283	1.456222	4.421234	0.077655	0.0229954	0.00318613	0.0280351	0.0240599	0.0288229	0.0153279	0.0040201	0.00105711	0.0227648	0.0102384	0.0291028	0.0107131	0.0175195	0.00453477	0.0458742	0.0329416	0.0185462	0.000100379	0.0171333	0.0316293	0.0250011	0.00454546	0.000308423	0.000919696	0.000886761	0.000239944	0.000533204	0.000192194	0.00123466	0.00153065	0.000532245	0.00114241	0.00876865	0.00563043	0.00445983	0.0034699	0.00499475	0.00550751	0.00888044	0.00830057	0.0010221	0.00595026	0.0052741	0.00959719	0.00384562	0.0416632	0.000872192	0.0131411	0.0160945	0.00323622	0.00578287	0.00832391	0.00153843	0.00462556	0.00854363	0.00028346	0.0346692	0.00148286	0.0160487	0.00190237	0.000706176	0.00029572	0.00912009	0.00539984	0.00142289	0.000764561	0.00385224	0.0192388	0.00614274	0.00961491	0.0105144	0.007528	0.0532594	0.00208604	0.00369138	0.0347635	0.00419689	0.00305088	0.0119595	0.00474085	0.0275783	0.0161439	0.011315	0.00841023	0.00605737	0.00381669	0.000787887	0.00141466	0.00137009	0.0135232	0.79576	0.20424	0.79576	2.213636
