Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
5688	-2097.736	-2249.932	152.1965	0.142013	0.0314593	0.0321369	0.074554	0.0522849	0.0519455	0.0831232	0.00348898	0.0101513	0.00976242	0.0132606	0.0608808	0.0546898	0.0112478	0.059982	0.102782	0.184572	0.0156015	0.00307747	0.0552245	0.136799	0.0388784	0.00216701	0.00235683	0.00118516	0.00114119	0.00184773	0.00832995	0.00246514	0.000818027	0.00315587	0.00237228	0.00175841	0.0243869	0.00672934	0.0221979	0.0117964	0.0115102	0.0177828	0.0248032	0.0405564	0.0145852	0.0247601	0.0336338	0.0275132	0.00794167	0.0867852	0.00133863	0.0162091	0.00148201	0.0118626	0.0222813	0.00612867	0.000303515	0.00567356	0.0167691	0.16207	0.00656499	0.0167294	0.0772662	0.0336182	0.0422827	0.00332343	0.0573642	0.0317008	0.00603975	0.0157343	0.00681143	0.0491132	0.00469322	0.00705106	0.0365855	0.00118783	0.0192994	0.00209293	0.00615841	0.0478505	0.0662855	0.00124132	0.0489954	0.00146471	0.0221844	0.00649453	0.0784163	0.0144098	0.0666424	0.00845451	0.00245516	0.00509745	0.0340406	0.0126919	0.3173164	1.682684	0.12939	0.368869	0.732609	1.36499	2.71099	7.72856	1.47862	5.302856	0.0526959	0.0116734	0.0119248	0.0276643	0.019401	0.0192751	0.030844	0.00129464	0.00376679	0.00362248	0.00492054	0.0225906	0.0202934	0.00417365	0.0222572	0.0381387	0.068488	0.00578916	0.00114194	0.0204918	0.050761	0.0144264	0.0008041	0.000874534	0.000439769	0.000423455	0.000685625	0.00309094	0.000914724	0.00030354	0.00117103	0.000880268	0.000652482	0.00904908	0.00249701	0.00823684	0.00437722	0.004271	0.00659855	0.00920357	0.015049	0.00541204	0.00918756	0.0124803	0.0102092	0.00294687	0.0322028	0.000496716	0.00601459	0.000549922	0.0044018	0.00826777	0.00227413	0.000112623	0.00210525	0.00622242	0.0601382	0.00243603	0.00620766	0.0286707	0.0124745	0.0156896	0.00123321	0.0212858	0.011763	0.00224113	0.00583843	0.00252748	0.0182241	0.00174148	0.00261639	0.0135755	0.000440762	0.00716132	0.000776609	0.00228516	0.0177556	0.0245962	0.000460608	0.0181804	0.000543502	0.00823181	0.00240988	0.0290975	0.00534696	0.0247286	0.00313716	0.000911021	0.00189148	0.0126312	0.00470951	0.793228	0.206772	0.7932284	2.694955
5724	-2115.207	-2268.205	152.9983	0.128319	0.0175444	0.0195078	0.0148424	0.0948492	0.0698841	0.0282466	0.0239748	0.00309722	0.071873	0.061163	0.114973	0.018842	0.0397594	0.0225467	0.0673396	0.106938	0.0391914	0.00255187	0.0262332	0.148	0.0163985	0.000349944	0.0197822	0.00250982	0.00100781	0.00038184	0.00170567	0.00372527	9.84797e-05	0.011492	0.00022859	0.00698959	0.0307528	0.0161332	0.0236796	0.0122139	0.0139352	0.0150169	0.0311744	0.0604208	0.0104668	0.00479186	0.031096	0.0752754	0.0156175	0.0555324	0.0512102	0.0574593	0.0343709	0.0552611	0.0025514	0.00376571	0.00698263	0.0212043	0.021472	0.00625828	0.0180029	0.00366597	0.0405252	0.0108078	0.0874446	0.000116486	0.00339294	0.0182495	0.0253003	0.0563024	0.0242025	0.024688	0.0163042	0.00199374	0.055924	0.0331393	0.0422623	8.34271e-05	0.00413621	0.0194817	0.0029317	0.00491084	0.00207254	0.00219332	0.010193	0.00490819	0.0130953	0.0347287	0.0196495	0.00416877	0.00261894	0.0819152	0.00755133	0.0043202	0.3918216	1.608178	0.163193	0.413079	0.758943	1.31762	2.42085	6.1277	1.310794	4.104364	0.0508743	0.00695582	0.00773424	0.00588456	0.0376047	0.0277068	0.0111989	0.00950524	0.00122795	0.0284954	0.0242492	0.045583	0.00747024	0.0157633	0.00893906	0.026698	0.0423977	0.0155381	0.00101173	0.0104006	0.0586773	0.00650147	0.000138742	0.00784301	0.000995064	0.000399564	0.000151388	0.000676243	0.00147695	3.90441e-05	0.00455622	9.06287e-05	0.00277115	0.0121925	0.00639631	0.00938822	0.00484243	0.00552486	0.00595374	0.0123596	0.0239549	0.00414975	0.00189982	0.0123286	0.0298443	0.00619185	0.0220168	0.0203032	0.0227808	0.013627	0.0219093	0.00101155	0.00149298	0.00276839	0.00840684	0.00851296	0.00248121	0.00713756	0.00145344	0.016067	0.00428494	0.034669	4.6183e-05	0.00134519	0.00723535	0.0100308	0.0223221	0.00959551	0.00978802	0.0064641	0.000790454	0.0221721	0.0131387	0.0167557	3.30762e-05	0.00163988	0.00772388	0.00116233	0.00194699	0.000821695	0.000869581	0.00404119	0.00194594	0.00519188	0.0137688	0.0077904	0.00165279	0.00103833	0.0324768	0.00299386	0.00171282	0.747149	0.252851	0.7471495	2.522269
5760	-2106.96	-2258.497	151.5372	0.27006	0.0129181	0.0445237	0.019678	0.110492	0.0721219	0.0991427	0.0169645	0.000254274	0.0461797	0.0474008	0.0863704	0.0374418	0.0133098	0.0421552	0.0936974	0.0859017	0.0373795	0.00527552	0.0296685	0.170728	0.0344272	0.00385068	0.00604789	0.0195885	0.000157718	0.00426385	0.00432666	0.00434651	0.00395324	0.00078724	0.00293646	0.00538973	0.0166377	0.0217946	0.0154532	0.0326011	0.00938947	0.024899	0.0175646	0.0418405	0.0184848	0.0106614	0.0406934	0.0133803	0.0176228	0.11483	0.00216179	0.000166298	0.00909798	0.0076408	0.0213985	0.00150665	0.00450415	0.000450209	0.0200392	0.136431	0.0231919	0.0603431	0.00113358	0.0165298	0.0554978	0.0276458	0.067337	0.0760349	0.0213513	0.0236882	0.00839968	0.0520984	0.019281	0.0167325	0.00462799	0.0128345	0.042621	0.0143633	0.00570234	0.027289	0.0323794	0.00567382	0.0443745	0.0130271	0.028967	0.0019901	0.0146548	0.0255396	0.124464	0.00912697	0.0139154	0.0208531	0.0654173	0.00112443	0.2910589	1.708941	0.130214	0.370012	0.733316	1.36367	2.70262	7.67969	1.474033	5.871462	0.0897449	0.00429287	0.0147959	0.00653928	0.0367179	0.0239671	0.0329465	0.00563755	8.44989e-05	0.0153462	0.015752	0.0287021	0.0124425	0.00442303	0.0140088	0.031137	0.0285464	0.0124217	0.00175313	0.00985928	0.0567353	0.0114406	0.00127963	0.0020098	0.00650953	5.2412e-05	0.00141694	0.00143781	0.00144441	0.00131372	0.000261611	0.000975827	0.00179109	0.00552893	0.00724266	0.00513534	0.0108338	0.00312026	0.00827431	0.00583696	0.0139042	0.00614276	0.00354295	0.013523	0.00444648	0.00585629	0.0381597	0.000718395	5.52631e-05	0.00302339	0.00253915	0.00711102	0.000500683	0.00149679	0.000149611	0.00665933	0.045338	0.00770699	0.0200529	0.000376705	0.0054931	0.0184427	0.00918711	0.022377	0.0252675	0.00709534	0.00787194	0.00279133	0.017313	0.00640736	0.00556046	0.00153795	0.00426509	0.0141636	0.00477314	0.00189497	0.00906853	0.0107601	0.00188549	0.0147463	0.00432908	0.00962616	0.000661338	0.00487002	0.00848718	0.0413613	0.00303302	0.00462427	0.00692978	0.0217391	0.000373664	0.676871	0.323129	0.6768705	3.009199
5796	-2106.509	-2259.679	153.1705	0.175117	0.00662353	0.0487177	0.0305741	0.0529928	0.0861987	0.0982775	0.00504424	0.00207582	0.0298098	0.0418252	0.0757442	0.0166066	0.0254295	0.0312809	0.0470723	0.046159	0.0311595	0.00276379	0.0179404	0.129904	0.033117	0.00155905	0.00649656	0.0123955	0.000478255	0.00135547	0.00200677	0.00767556	0.00180121	0.000239166	0.00573938	0.00568793	0.0162104	0.0191883	0.0131259	0.00959978	0.0101865	0.00596086	0.0212862	0.0113489	0.0154014	0.0232168	0.0250693	0.0220162	0.00905263	0.06195	0.00311232	0.00953238	0.0100636	0.0166878	0.00345241	0.00521929	0.000325144	0.00519727	0.0231903	0.0805626	0.0194593	0.0104879	0.00599555	0.0438649	0.0419252	0.0695848	0.0982853	0.0428072	0.00358704	0.0215816	0.0241469	0.105542	0.00750981	0.0188923	0.0225887	0.00610176	0.0319343	0.0181589	0.0253896	0.0519853	0.00879022	0.00292184	0.0489314	0.0153715	0.0282081	0.00230192	0.057732	0.00338246	0.09621	0.0609155	0.0021413	0.00792557	0.0390821	0.000507859	0.4442961	1.555704	0.162522	0.412249	0.758467	1.31845	2.42572	6.15302	1.313775	3.501502	0.0688063	0.00260249	0.0191419	0.012013	0.0208217	0.0338688	0.0386148	0.00198196	0.000815624	0.0117127	0.0164338	0.0297611	0.00652501	0.00999165	0.0122908	0.0184954	0.0181366	0.012243	0.00108594	0.00704905	0.0510413	0.0130122	0.000612577	0.0025526	0.00487037	0.000187914	0.000532584	0.000788492	0.00301585	0.000707723	9.39722e-05	0.00225509	0.00223488	0.00636932	0.0075394	0.00515737	0.0037719	0.00400243	0.00234212	0.00836368	0.00445915	0.00605144	0.00912226	0.00985012	0.00865052	0.00355692	0.0243411	0.00122288	0.00374542	0.00395414	0.0065569	0.00135651	0.00205074	0.000127754	0.00204209	0.00911184	0.0316543	0.00764586	0.00412088	0.00235574	0.0172352	0.0164731	0.0273409	0.0386178	0.0168196	0.0014094	0.00847974	0.00948771	0.0414692	0.00295072	0.00742309	0.00887546	0.00239748	0.0125475	0.00713492	0.00997597	0.0204259	0.00345382	0.00114804	0.0192259	0.00603972	0.0110834	0.000904462	0.0226838	0.00132902	0.0378024	0.0239346	0.000841349	0.00311408	0.015356	0.000199546	0.727785	0.272215	0.7277852	2.545075
5832	-2104.093	-2257.491	153.3977	0.10134	0.00621718	0.0184048	0.0516483	0.0831054	0.0744609	0.0394094	0.00474049	0.00295352	0.0411032	0.0361201	0.0421308	0.0267154	0.00475733	0.0263311	0.0800897	0.0612412	0.0282655	0.00115106	0.012463	0.0698475	0.030045	0.000740724	0.00514442	0.000393322	0.00242351	7.41841e-05	0.00334065	0.000622704	0.000791675	0.00217086	0.000174645	0.00157978	0.0069927	0.00807338	0.0112546	0.00782599	0.0021036	0.00373575	0.00915109	0.00244849	0.000853142	0.012446	0.0138106	0.0161671	0.0160415	0.0518102	0.0537564	0.0256696	0.0123007	0.0588793	0.0103882	0.00592418	0.000371534	0.0186682	0.003124	0.0183792	0.0234801	0.00443781	0.0283555	0.00419039	0.0774599	0.00264138	0.0276528	0.000551958	0.0136009	0.0240967	0.0129018	0.00174543	0.00379222	0.00138276	0.0241629	0.0391913	0.0322502	0.001473	0.0101112	0.0434396	0.00460735	0.00845941	0.00498641	0.00332338	0.00463995	0.00139396	0.00423909	0.0195493	0.01613	0.0027409	0.00227738	0.033797	0.0202122	0.00163838	0.3024266	1.697573	0.0984995	0.32292	0.702824	1.42283	3.09674	10.1523	1.675859	5.613175	0.0584062	0.00358322	0.0106074	0.029767	0.047897	0.0429149	0.0227132	0.00273214	0.00170223	0.0236895	0.0208175	0.0242817	0.0153971	0.00274184	0.0151757	0.0461589	0.0352958	0.0162906	0.0006634	0.00718291	0.0402559	0.0173162	0.000426909	0.00296494	0.000226688	0.00139677	4.27553e-05	0.00192535	0.00035889	0.000456274	0.00125115	0.000100655	0.000910494	0.00403017	0.00465302	0.00648646	0.00451044	0.00121239	0.00215306	0.00527415	0.00141117	0.000491701	0.00717313	0.00795959	0.00931774	0.00924535	0.0298603	0.030982	0.0147945	0.00708941	0.0339346	0.00598713	0.00341435	0.00021413	0.0107592	0.00180049	0.0105927	0.0135325	0.00255769	0.0163424	0.00241509	0.0446433	0.00152233	0.0159374	0.000318116	0.00783876	0.0138879	0.00743582	0.00100596	0.00218561	0.000796942	0.0139261	0.0225875	0.0185871	0.000848951	0.00582749	0.025036	0.0026554	0.0048755	0.00287387	0.0019154	0.00267419	0.000803393	0.00244316	0.011267	0.00929635	0.00157969	0.00131255	0.0194786	0.0116491	0.000944267	0.785149	0.214851	0.7851494	1.735085
5868	-2087.926	-2241.266	153.34	0.105122	0.00786902	0.0198878	0.0211556	0.041034	0.036184	0.0309182	0.000656716	0.00254913	0.0205564	0.0247338	0.0569122	0.0180348	0.00932576	0.0445864	0.0625342	0.0389384	0.0314861	0.00210521	0.00850642	0.0918701	0.0173142	0.00177382	0.00481393	0.00178492	0.00912638	0.000323201	0.00192451	0.00189257	0.000695505	0.000451397	0.00198058	0.000542656	0.0173951	0.00526659	0.00551991	0.00452626	0.00272183	0.00437792	0.00721632	0.0108138	0.00309938	0.0104328	0.0233357	0.00903898	0.0154412	0.0345774	0.0516475	0.00856442	0.00386093	0.0674287	0.00702807	0.00169971	0.0019817	0.00205969	0.00576588	0.0199998	0.0056997	0.00434496	0.0330987	0.000950664	0.0474659	0.000216601	0.0377825	0.00265285	0.00592184	0.0187386	0.00278768	0.00320193	0.00180485	0.0164512	0.0314359	0.0442126	0.0183449	0.000355698	0.00443121	0.0526485	0.00118244	0.00438818	0.0125986	0.0014286	0.00154202	0.0024436	0.0149134	0.00296888	0.00563121	0.00276869	0.00195987	0.0472847	0.00795575	0.00363728	0.2569757	1.743024	0.082595	0.296344	0.684242	1.46147	3.37446	12.1073	1.803193	6.782836	0.0708067	0.00530029	0.0133957	0.0142497	0.027639	0.0243722	0.0208254	0.00044234	0.001717	0.0138461	0.0166598	0.038334	0.0121476	0.0062815	0.0300318	0.0421208	0.0262275	0.0212079	0.001418	0.00572962	0.0618804	0.0116622	0.00119478	0.00324249	0.00120226	0.0061472	0.000217696	0.00129628	0.00127477	0.000468467	0.000304045	0.00133405	0.000365513	0.0117167	0.00354738	0.00371801	0.00304872	0.00183333	0.00294881	0.00486065	0.00728378	0.00208763	0.00702718	0.0157181	0.00608833	0.0104007	0.0232901	0.0347879	0.00576869	0.00260058	0.0454176	0.00473385	0.00114486	0.0013348	0.00138733	0.00388369	0.0134712	0.00383912	0.00292661	0.0222941	0.000640333	0.0319713	0.000145894	0.0254489	0.00178687	0.00398874	0.0126217	0.00187768	0.0021567	0.00121568	0.0110809	0.0211741	0.02978	0.0123565	0.000239585	0.0029847	0.0354621	0.000796448	0.00295572	0.00848596	0.000962252	0.00103865	0.00164592	0.0100451	0.00199973	0.00379298	0.00186489	0.0013201	0.0318493	0.00535871	0.00244994	0.746496	0.253504	0.746496	1.48464
5904	-2103.439	-2255.938	152.4982	0.14198	0.00470872	0.0291702	0.0407234	0.0591695	0.0465042	0.0422824	0.00216884	0.00112447	0.0635486	0.0264494	0.0911357	0.0222521	0.0535465	0.078254	0.064302	0.0719924	0.0316176	0.000802411	0.000133385	0.0912165	0.022725	0.0133899	0.0136927	0.00186051	0.0011484	0.000835918	0.0034844	0.000768499	0.00136336	0.00115695	0.00131528	0.00220923	0.025352	0.00848373	0.00717029	0.00544069	0.00832558	0.00357481	0.0151624	0.0347766	0.00706922	0.0298089	0.0132098	0.011905	0.0213082	0.0642504	0.0520324	0.0568792	0.0370434	0.093607	0.000424622	0.00451549	0.0240766	0.0157236	0.00932005	0.029038	0.0263574	0.00184161	0.0319786	0.00867916	0.0820656	0.000935373	0.0116449	0.00495085	0.016307	0.0285575	0.00977482	0.00775007	0.00171606	0.0184028	0.0195157	0.0257328	0.0432557	0.000346424	0.00713543	0.0674854	0.000865156	0.0478873	0.0105746	0.0231959	0.00368199	0.00492616	0.0130299	0.0207185	0.0109538	0.00498199	0.00321852	0.0706353	0.00517164	8.3446e-05	0.2342637	1.765736	0.146586	0.392014	0.746651	1.33931	2.55093	6.82192	1.388394	7.537389	0.0633872	0.00210221	0.0130231	0.018181	0.0264163	0.0207619	0.018877	0.00096828	0.00050202	0.0283713	0.0118084	0.0406876	0.00993448	0.0239059	0.0349366	0.0287077	0.0321411	0.0141157	0.000358237	5.95499e-05	0.0407237	0.0101456	0.00597795	0.0061131	0.000830628	0.000512704	0.000373196	0.00155561	0.000343097	0.000608675	0.000516519	0.000587206	0.000986313	0.0113184	0.00378757	0.00320118	0.002429	0.00371696	0.00159598	0.00676927	0.015526	0.00315606	0.0133082	0.00589751	0.00531498	0.00951306	0.0286846	0.0232299	0.0253938	0.016538	0.0417909	0.000189573	0.00201594	0.010749	0.00701983	0.00416094	0.012964	0.0117673	0.000822187	0.0142769	0.00387482	0.0366382	0.000417598	0.00519889	0.00221031	0.00728029	0.0127495	0.00436398	0.00346002	0.000766137	0.00821596	0.00871281	0.0114884	0.0193116	0.000154661	0.00318562	0.0301289	0.000386249	0.0213793	0.00472102	0.0103558	0.00164383	0.00219929	0.00581723	0.00924979	0.00489034	0.00222421	0.00143691	0.0315352	0.00230888	3.72545e-05	0.806993	0.193007	0.8069932	2.239888
5940	-2090.377	-2242.657	152.2797	0.188625	0.00747564	0.0136589	0.0215456	0.0520453	0.0565671	0.149812	0.0158628	0.00119529	0.0443292	0.024185	0.0601781	0.0817261	0.0342072	0.0498718	0.0724947	0.111657	0.00845856	6.38776e-05	0.0563515	0.132404	0.0155412	0.00495579	0.0149646	0.00268875	0.000426037	0.00168734	0.00138901	0.00876883	0.00174408	0.00138181	0.000835836	0.00674536	0.0202923	0.00758293	0.0148381	0.00807545	0.00488227	0.00851921	0.0228117	0.0139385	0.00370757	0.0221281	0.0338834	0.0258137	0.0287394	0.0793352	0.0140195	0.00393539	0.0190056	0.0143358	0.0049848	0.0114814	0.0038267	0.00490339	0.0539629	0.0903931	0.0277059	0.0124072	0.034848	0.0668243	0.0133435	0.0105749	0.0660359	0.0787941	0.0053728	0.0303174	0.0120907	0.0610966	0.00267981	0.0145725	0.053034	0.00184917	0.0618007	0.0232124	0.00813554	0.0595506	0.0172723	0.00286747	0.0181322	0.00363901	0.00506087	0.00220492	0.0335791	0.00356488	0.133686	0.00592887	0.0217317	0.00272975	0.00618067	0.000489117	0.3060257	1.693974	0.146197	0.391506	0.746349	1.33986	2.55424	6.84008	1.390317	5.535399	0.0708968	0.00280981	0.00513386	0.00809818	0.0195618	0.0212614	0.0563085	0.00596222	0.000449263	0.0166617	0.00909021	0.0226186	0.0307177	0.0128572	0.0187449	0.027248	0.0419676	0.00317925	2.40092e-05	0.0211804	0.0497656	0.00584135	0.00186269	0.00562461	0.0010106	0.000160131	0.000634206	0.000522077	0.00329587	0.000655534	0.000519368	0.000314159	0.00253532	0.00762711	0.00285013	0.00557709	0.00303525	0.00183506	0.00320204	0.00857404	0.00523895	0.00139354	0.00831711	0.0127355	0.00970237	0.010802	0.0298191	0.00526941	0.00147916	0.00714347	0.0053883	0.0018736	0.00431543	0.00143831	0.001843	0.0202826	0.0339753	0.0104136	0.00466339	0.013098	0.0251167	0.00501532	0.0039747	0.0248204	0.0296157	0.00201943	0.0113951	0.00454444	0.0229639	0.00100724	0.00547725	0.0199334	0.000695033	0.0232285	0.00872467	0.00305784	0.0223828	0.00649201	0.00107777	0.00681521	0.00136777	0.00190219	0.000828747	0.0126211	0.0013399	0.0502476	0.00222844	0.0081681	0.00102601	0.00232308	0.00018384	0.718189	0.281811	0.7181889	2.660552
5976	-2105.845	-2258.986	153.1408	0.13757	0.000652029	0.0361597	0.0276956	0.067976	0.0327126	0.062824	0.0063022	0.00346752	0.0273565	0.0210262	0.0470924	0.00752158	0.0532649	0.043293	0.0429452	0.0629361	0.0173158	0.00415829	0.014671	0.0688346	0.0359733	0.00120702	0.00677894	0.00718365	0.00317154	0.00629714	0.00456483	0.00236384	0.00133044	0.00160939	0.00360112	0.00343731	0.0156372	0.00797225	0.00481544	0.00772293	0.00828447	0.0051857	0.00860616	0.00220316	0.0126268	0.00789522	0.0321045	0.0211106	0.025921	0.100203	0.0114964	0.0422249	0.044081	0.034399	0.00199528	0.00302416	0.00912845	0.0101957	0.00597194	0.0219601	0.00337502	0.0070211	0.0545943	0.00367556	0.070681	0.0014643	0.0114422	0.00684524	0.00115079	0.0316337	0.00729119	0.00245299	0.00597769	0.00886525	0.0526015	0.0577872	0.0272797	0.00345321	0.0436212	0.0534421	0.000522168	0.0377271	0.0246118	0.0204835	0.000724368	0.00216538	0.00958445	0.012022	0.00853489	0.00811929	0.00264492	0.0753554	0.00397516	0.000161832	0.2893534	1.710647	0.122827	0.359622	0.726829	1.37584	2.7807	8.14152	1.516259	5.911963	0.0698554	0.000331089	0.0183613	0.0140633	0.034517	0.0166109	0.0319009	0.00320015	0.00176075	0.0138912	0.0106767	0.0239127	0.00381933	0.027047	0.0219835	0.0218068	0.0319579	0.00879265	0.00211151	0.00744969	0.034953	0.0182666	0.000612905	0.00344223	0.00364773	0.00161045	0.00319758	0.00231794	0.00120032	0.000675574	0.00081722	0.00182858	0.0017454	0.0079403	0.00404817	0.0024452	0.00392157	0.00420671	0.00263321	0.00437006	0.00111873	0.00641169	0.00400905	0.0163021	0.0107196	0.0131622	0.0508814	0.00583769	0.0214411	0.0223836	0.0174672	0.00101317	0.00153562	0.00463527	0.00517718	0.00303245	0.011151	0.00171378	0.00356519	0.0277221	0.00186639	0.0358906	0.000743548	0.00581013	0.0034759	0.000584351	0.016063	0.00370234	0.00124559	0.00303537	0.00450162	0.0267101	0.0293433	0.0138522	0.00175348	0.0221501	0.027137	0.000265148	0.0191572	0.0124974	0.0104011	0.000367821	0.00109954	0.00486682	0.00610455	0.00433387	0.00412283	0.00134305	0.0382642	0.00201852	8.21753e-05	0.737696	0.262304	0.7376961	1.969346
6012	-2089.409	-2239.795	150.3859	0.325959	0.0131668	0.0542645	0.0616723	0.0931824	0.121674	0.11014	0.00451237	0.00950486	0.0686506	0.127362	0.0753454	0.030456	0.0209668	0.0780921	0.0671239	0.12302	0.0487313	0.00424622	0.00740348	0.281067	0.0585761	0.00663567	0.0033707	0.0127988	0.00891828	0.00307132	0.00908854	0.00330573	0.00520025	0.0011891	0.0103092	0.00266673	0.0407932	0.0206595	0.0243734	0.0129004	0.0159298	0.0116144	0.0125881	0.0289873	0.00192947	0.0134317	0.0542246	0.0275023	0.0280592	0.153865	0.117951	0.0541962	0.0476198	0.100154	0.0032294	0.00677284	0.00674081	0.0185456	0.00852705	0.121508	0.00806226	0.0196646	0.14132	0.00730064	0.132132	0.00777889	0.146275	0.0485512	0.0474255	0.0846034	0.0262232	0.00834406	0.0273933	0.0211957	0.0945125	0.0912686	0.049488	0.00156388	0.00313463	0.0579802	0.00672144	0.0569706	0.00817498	0.0437978	0.00515008	0.000692596	0.0173689	0.0362568	0.0105341	0.00468019	0.0172416	0.110175	0.00411755	0.0152213	0.3525634	1.647437	0.251949	0.510527	0.810788	1.23337	1.95876	3.96906	0.9967708	4.672739	0.0786373	0.00317648	0.0130912	0.0148784	0.0224801	0.0293537	0.0265712	0.0010886	0.00229304	0.0165619	0.030726	0.018177	0.00734747	0.00505821	0.0188396	0.0161936	0.0296785	0.0117564	0.0010244	0.00178608	0.0678072	0.0141314	0.00160085	0.000813178	0.00308769	0.00215152	0.000740952	0.0021926	0.000797504	0.00125455	0.00028687	0.00248709	0.000643346	0.00984132	0.00498409	0.00588005	0.00311221	0.00384306	0.00280197	0.00303687	0.00699315	0.000465482	0.00324038	0.0130816	0.0066349	0.00676924	0.0371199	0.0284556	0.0130748	0.0114882	0.024162	0.000779089	0.00163394	0.00162621	0.00447412	0.00205714	0.0293138	0.00194501	0.00474407	0.0340933	0.00176127	0.0318768	0.00187665	0.0352886	0.0117129	0.0114413	0.0204105	0.00632631	0.002013	0.0066086	0.00511345	0.022801	0.0220184	0.0119389	0.000377284	0.000756227	0.0139877	0.00162154	0.0137441	0.0019722	0.0105662	0.00124245	0.000167088	0.00419024	0.00874691	0.00254134	0.00112909	0.00415952	0.0265796	0.000993353	0.00367212	0.675401	0.324599	0.6754014	4.145098
